pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_gaiamag
HATS-70 b,HATS-70,1,1,1,Transit,2019,HATSouth,1.88823780,0.036320,15.513,4100.00700,0.180000,9110.00,2730,,7930.00,1.88,1.78,0.041,[Fe/H],4.17,1458.8300000,12.5860000
HATS-71 b,HATS-71,1,1,1,Transit,2020,HATSouth,3.79552020,0.037450,11.478,117.59710,0.000000,,587,M3 V,3405.00,0.48,0.49,0.170,[Fe/H],4.77,140.2250000,15.3512000
HATS-72 b,HATS-72,1,1,1,Transit,2020,HATSouth,7.32794740,0.066517,8.097,39.85588,0.013000,49.58,739,,4656.10,0.72,0.73,0.099,[Fe/H],4.59,127.5890000,12.0725000
HATS-74 A b,HATS-74 A,1,2,1,Transit,2021,HATSouth,1.73185606,0.023840,11.568,464.02947,0.044000,106.90,895,,3776.90,0.58,0.60,0.514,[Fe/H],4.70,299.3890000,15.9837000
HATS-75 b,HATS-75,1,1,1,Transit,2021,HATSouth,2.78865560,0.032742,9.909,156.05375,0.064000,59.26,772,,3790.40,0.58,0.60,0.522,[Fe/H],4.68,194.9640000,14.9033000
HATS-76 b,HATS-76,1,1,1,Transit,2021,HATSouth,1.94164230,0.026580,12.094,835.57088,0.062000,129.80,940,,4016.00,0.63,0.66,0.322,[Fe/H],4.67,385.6890000,15.7942000
HATS-77 b,HATS-77,1,1,1,Transit,2021,HATSouth,3.08762620,0.036070,13.058,436.69623,0.045000,78.37,828,,4071.00,0.64,0.66,0.253,[Fe/H],4.64,436.1760000,15.7364000
HATS-8 b,HATS-8,1,1,1,Transit,2015,HATSouth,3.58389300,0.046670,9.785,43.86054,0.376000,,1324,,5679.00,1.09,1.06,0.210,[Fe/H],4.39,794.6370000,14.3370000
HATS-9 b,HATS-9,1,1,1,Transit,2015,HATSouth,1.91529100,0.031200,13.850,,,,1746,,5599.00,1.56,1.10,0.380,[Fe/H],4.10,638.7000000,13.0983000
HD 100546 b,HD 100546,1,1,1,Imaging,2014,Paranal Observatory,,53.000000,77.342,,,,,B9 Vne,10500.00,,2.40,,,,109.6770000,6.6551400
HD 100655 b,HD 100655,1,2,1,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,157.57001000,0.680000,,,0.090000,,,,4891.00,10.06,2.28,0.070,[Fe/H],2.79,137.1780000,6.1788300
HD 100777 b,HD 100777,1,1,1,Radial Velocity,2007,La Silla Observatory,383.00000000,1.060000,,390.92894,0.380000,,,G8 V,,,1.08,,,,49.5336000,8.2387000
HD 10180 c,HD 10180,1,1,6,Radial Velocity,2010,La Silla Observatory,5.75969000,0.064120,,,0.073000,,,,5911.00,1.11,1.06,0.080,[Fe/H],4.39,38.9607000,7.1726100
HD 10180 d,HD 10180,1,1,6,Radial Velocity,2010,La Silla Observatory,16.35700000,0.128590,,,0.131000,,,,5911.00,1.11,1.06,0.080,[Fe/H],4.39,38.9607000,7.1726100
HD 10180 e,HD 10180,1,1,6,Radial Velocity,2010,La Silla Observatory,49.74800000,0.269900,,,0.051000,,,,5911.00,1.11,1.06,0.080,[Fe/H],4.39,38.9607000,7.1726100
HD 10180 f,HD 10180,1,1,6,Radial Velocity,2010,La Silla Observatory,122.74400000,0.492900,,,0.119000,,,,5911.00,1.11,1.06,0.080,[Fe/H],4.39,38.9607000,7.1726100
HD 10180 g,HD 10180,1,1,6,Radial Velocity,2010,La Silla Observatory,604.67000000,1.427000,,,0.263000,,,,5911.00,1.11,1.06,0.080,[Fe/H],4.39,38.9607000,7.1726100
HD 10180 h,HD 10180,1,1,6,Radial Velocity,2010,La Silla Observatory,2205.00000000,3.381000,,,0.095000,,,,5911.00,1.11,1.06,0.080,[Fe/H],4.39,38.9607000,7.1726100
HD 101930 b,HD 101930,1,2,1,Radial Velocity,2005,La Silla Observatory,70.46000000,0.300000,,,0.110000,,,,5108.00,0.86,0.57,0.150,[Fe/H],4.33,30.0274000,7.9666400
HD 102117 b,HD 102117,1,1,1,Radial Velocity,2005,La Silla Observatory,20.81330000,0.150000,,,0.120000,,,,5655.00,1.23,1.06,0.280,[Fe/H],4.29,39.5792000,7.2819100
HD 102195 b,HD 102195,1,1,1,Radial Velocity,2006,Kitt Peak National Observatory,4.11377000,0.050000,,,0.000000,,,,5301.00,0.82,0.76,0.040,[Fe/H],4.49,29.3386000,7.8466500
HD 102272 b,HD 102272,1,1,1,Radial Velocity,2008,McDonald Observatory,127.58000000,0.510000,,,0.050000,,,,4790.00,10.30,1.45,-0.410,[Fe/H],2.58,347.0970000,8.4049900
HD 102329 b,HD 102329,1,1,2,Radial Velocity,2011,W. M. Keck Observatory,778.09998000,1.810000,,,0.210000,,,,4745.00,9.82,3.21,0.050,[Fe/H],2.96,217.1070000,7.5817200
HD 102329 c,HD 102329,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,1123.00000000,,,,0.209000,,,,,,1.30,,,,217.1070000,7.5817200
HD 102365 b,HD 102365,1,2,1,Radial Velocity,2010,Anglo-Australian Telescope,122.10000000,0.460000,,,0.340000,,,,5630.00,,0.85,-0.260,[Fe/H],4.57,9.2894000,4.7110700
HD 102843 b,HD 102843,1,1,1,Radial Velocity,2019,Las Campanas Observatory,3090.94200000,4.074000,,,0.110000,,,K0 V,5436.00,,0.95,,,,62.7580000,9.0488300
HD 102956 b,HD 102956,1,2,1,Radial Velocity,2010,W. M. Keck Observatory,6.49470000,0.080700,,,0.037000,,,,4985.00,4.55,1.66,,,3.38,121.8900000,7.6084400
HD 103197 b,HD 103197,1,1,1,Radial Velocity,2009,La Silla Observatory,47.84000000,0.250000,,,0.000000,,,,5250.00,0.88,0.80,0.220,[Fe/H],4.45,57.1463000,9.1642100
HD 103720 b,HD 103720,1,1,1,Radial Velocity,2014,La Silla Observatory,4.55570000,0.049800,,,0.086000,,,K3 V,5017.00,0.73,0.79,-0.020,[Fe/H],4.43,45.5352000,9.2237600
HD 103774 b,HD 103774,1,2,1,Radial Velocity,2013,La Silla Observatory,5.88810000,0.070000,,,0.090000,,,F5 V,6489.00,,1.33,0.280,[Fe/H],4.26,56.4089000,7.0093800
HD 103891 b,HD 103891,1,1,1,Radial Velocity,2022,La Silla Observatory,1919.00000000,3.270000,,,0.310000,,,F9,6072.00,2.22,1.28,-0.190,[Fe/H],3.79,55.5213000,6.4360000
HD 103949 b,HD 103949,1,1,1,Radial Velocity,2019,Las Campanas Observatory,120.87800000,0.439000,,,0.190000,,,K3 V,4792.00,,0.77,,,,26.4997000,8.3847900
HD 104067 b,HD 104067,1,1,1,Radial Velocity,2009,La Silla Observatory,55.80600000,0.260000,,,0.000000,,,,4937.00,0.74,0.62,0.000,[Fe/H],4.49,20.3632000,7.6202900
HD 10442 b,HD 10442,1,1,1,Radial Velocity,2014,W. M. Keck Observatory,1032.30000000,2.010000,,,0.132000,,,,4912.00,1.97,1.01,,,3.19,135.3740000,7.5774200
HD 104985 b,HD 104985,1,1,1,Radial Velocity,2003,Okayama Astrophysical Observatory,199.68000000,0.715000,,,0.047000,,,G9 III,4738.00,11.12,1.22,-0.320,[Fe/H],2.42,100.5760000,5.4969800
HD 105618 b,HD 105618,1,1,2,Radial Velocity,2022,Multiple Observatories,10.02245000,0.091000,,,0.455000,,,,,,1.01,,,,70.0837000,8.4669200
HD 105618 c,HD 105618,1,1,2,Radial Velocity,2022,Multiple Observatories,77114.07158000,35.731000,,8419.59233,0.126000,,,,,,1.01,,,,70.0837000,8.4669200
HD 105779 b,HD 105779,1,1,1,Radial Velocity,2022,La Silla Observatory,2412.00000000,3.380000,,,0.000000,,,G2,5792.00,0.94,0.89,-0.250,[Fe/H],4.36,55.2411000,8.4901800
HD 106252 b,HD 106252,1,1,1,Radial Velocity,2002,Lick Observatory,1531.00000000,2.610000,,,0.480000,,,,5874.00,1.10,1.01,-0.060,[Fe/H],4.36,38.1850000,7.2628100
HD 106270 b,HD 106270,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,1888.00000000,3.340000,,,0.185000,,,,5509.00,2.66,1.39,,,3.72,93.8080000,7.3953100
HD 106315 b,HD 106315,1,1,2,Transit,2017,K2,9.55237000,0.090700,2.440,12.60000,0.093000,,1153,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],4.25,109.3530000,8.8884100
HD 106315 c,HD 106315,1,1,2,Transit,2017,K2,21.05704000,0.153600,4.350,15.20000,0.220000,,886,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],4.25,109.3530000,8.8884100
HD 10647 b,HD 10647,1,1,1,Radial Velocity,2006,W. M. Keck Observatory,989.20000000,2.015000,,,0.150000,,,F9 V,6218.00,1.10,1.11,0.000,[Fe/H],4.62,17.3357000,5.3817800
HD 106515 A b,HD 106515 A,1,2,1,Radial Velocity,2012,La Silla Observatory,3586.86089000,4.491000,,3025.09078,0.565000,,,,,,0.93,,,,34.0915000,7.7777000
HD 106906 b,HD 106906,1,1,1,Imaging,2013,Las Campanas Observatory,,650.000000,,3496.00000,,,1800,F5 V,6516.00,,1.50,,,,103.0290000,7.6863900
HD 10697 b,HD 10697,1,1,1,Radial Velocity,1999,W. M. Keck Observatory,1075.37990000,2.051000,,1825.28854,0.104000,,,,,,0.99,,,,33.1205000,6.1028600
HD 107148 b,HD 107148,1,2,2,Radial Velocity,2005,W. M. Keck Observatory,48.05600000,0.269000,,,0.050000,,,,5797.00,,1.12,0.314,[Fe/H],4.45,49.4156000,7.8511100
HD 107148 c,HD 107148,1,2,2,Radial Velocity,2021,Multiple Observatories,18.32670000,0.140700,,,0.340000,,,,5752.92,1.17,1.11,0.296,[Fe/H],4.35,49.4156000,7.8511100
HD 108147 b,HD 108147,1,1,1,Radial Velocity,2002,La Silla Observatory,10.89850000,0.102000,,,0.530000,,,,6255.73,1.21,1.22,0.180,[M/H],4.36,38.9200000,6.8534500
HD 108202 b,HD 108202,1,1,1,Radial Velocity,2023,La Silla Observatory,2990.00000000,3.700000,,953.48522,0.520000,,,K4/5 V,,,0.74,,,,38.6846000,9.7827200
HD 108236 b,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.79596300,0.045270,1.615,,0.045000,,,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,64.5978000,9.0874500
HD 108236 c,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.20344900,0.062000,2.071,,0.034000,,,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,64.5978000,9.0874500
HD 108236 d,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),14.17568500,0.107400,2.539,,0.055000,,,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,64.5978000,9.0874500
HD 108236 e,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.59002500,0.136700,3.083,,0.058000,,,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,64.5978000,9.0874500
HD 108236 f,HD 108236,1,1,5,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS),29.54115000,0.175800,2.017,,0.051000,,,,5660.00,0.88,0.87,-0.280,[Fe/H],4.49,64.5978000,9.0874500
HD 108341 b,HD 108341,1,2,1,Radial Velocity,2014,La Silla Observatory,1129.00000000,2.000000,,,0.850000,,,K2 V,5122.00,0.79,0.84,0.040,[Fe/H],4.45,48.9102000,9.1433700
HD 108863 b,HD 108863,1,1,1,Radial Velocity,2011,W. M. Keck Observatory,437.70000000,1.320000,,,0.032000,,,,4878.00,5.74,1.59,,,3.07,164.7420000,7.4542200
HD 108874 b,HD 108874,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,394.48123000,1.040000,,,0.130000,,,,5600.00,1.05,1.10,0.260,[Fe/H],4.44,59.5175000,8.5750200
HD 108874 c,HD 108874,1,1,2,Radial Velocity,2005,W. M. Keck Observatory,1624.00000000,2.659000,,,0.239000,,,G5,5551.00,,0.95,0.190,[Fe/H],,59.5175000,8.5750200
HD 109246 b,HD 109246,1,1,1,Radial Velocity,2010,Haute-Provence Observatory,68.27000000,0.330000,,,0.120000,,,,5844.00,1.07,1.20,0.100,[Fe/H],4.46,67.8349000,8.5873000
HD 109271 b,HD 109271,1,1,2,Radial Velocity,2013,La Silla Observatory,7.85430000,0.079000,,,0.250000,,,G5 V,5783.00,,1.05,0.100,[Fe/H],4.28,55.8716000,7.8781600
HD 109271 c,HD 109271,1,1,2,Radial Velocity,2013,La Silla Observatory,30.93000000,0.196000,,,0.150000,,,G5 V,5783.00,,1.05,0.100,[Fe/H],4.28,55.8716000,7.8781600
HD 109286 b,HD 109286,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,520.10000000,1.259000,,,0.338000,0.71,259,G4 V,5694.00,1.09,0.98,0.050,[Fe/H],4.44,55.4156000,8.6159900
HD 109749 b,HD 109749,1,2,1,Radial Velocity,2005,W. M. Keck Observatory,5.23989100,0.061500,,,0.000000,,,G3 V,5824.00,1.22,1.13,0.240,[Fe/H],,63.0821000,8.0245600
HD 10975 b,HD 10975,1,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,283.80000000,0.950000,,,0.442000,,,K0 III,4840.00,11.16,1.41,-0.210,[Fe/H],2.48,116.5060000,5.6710300
HD 109833 b,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.18852600,,2.888,,0.180000,,,,5881.00,1.00,1.08,-0.070,[M/H],4.45,79.5561000,9.1365700
HD 109833 c,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),13.90014800,,2.590,,0.300000,,,,5881.00,1.00,1.08,-0.070,[M/H],4.45,79.5561000,9.1365700
HD 109988 b,HD 109988,1,1,1,Radial Velocity,2022,Multiple Observatories,17132.15854000,12.518000,,6935.33367,0.056000,,,,,,0.88,,,,42.5279000,8.6605000
HD 110014 b,HD 110014,1,1,1,Radial Velocity,2009,La Silla Observatory,835.47700000,2.140000,,,0.462000,,,K2 III,4445.00,20.90,2.17,0.190,[Fe/H],2.10,100.7580000,4.3104800
HD 110067 b,HD 110067,1,1,6,Transit,2023,Multiple Observatories,9.11367800,0.079300,2.200,5.69000,,,800,K0.0 V,5266.00,0.79,0.80,-0.200,[Fe/H],4.54,32.1585000,8.1720800
HD 110067 c,HD 110067,1,1,6,Transit,2023,Multiple Observatories,13.67369400,0.103900,2.388,6.30000,,,699,K0.0 V,5266.00,0.79,0.80,-0.200,[Fe/H],4.54,32.1585000,8.1720800
HD 110067 d,HD 110067,1,1,6,Transit,2023,Multiple Observatories,20.51961700,0.136200,2.852,8.52000,,,602,K0.0 V,5266.00,0.79,0.80,-0.200,[Fe/H],4.54,32.1585000,8.1720800
HD 110067 e,HD 110067,1,1,6,Transit,2023,Multiple Observatories,30.79309100,0.178500,1.940,3.90000,,,533,K0.0 V,5266.00,0.79,0.80,-0.200,[Fe/H],4.54,32.1585000,8.1720800
HD 110067 f,HD 110067,1,1,6,Transit,2023,Multiple Observatories,41.05854000,0.216300,2.601,5.04000,,,489,K0.0 V,5266.00,0.79,0.80,-0.200,[Fe/H],4.54,32.1585000,8.1720800
HD 110067 g,HD 110067,1,1,6,Transit,2023,Multiple Observatories,54.76992000,0.262100,2.607,8.40000,,,440,K0.0 V,5266.00,0.79,0.80,-0.200,[Fe/H],4.54,32.1585000,8.1720800
HD 110082 b,HD 110082,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.18271000,0.113000,3.200,,0.200000,,,F8 V,6200.00,1.19,1.21,0.080,[Fe/H],4.20,105.0960000,9.1152300
HD 110113 b,HD 110113,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.54100000,0.035000,2.050,4.55000,0.093000,735.49,1371,G,5732.00,0.97,1.00,0.140,[Fe/H],4.46,106.3070000,9.9103600
HD 110113 c,HD 110113,1,1,2,Radial Velocity,2021,La Silla Observatory,6.74400000,0.068000,,,0.045000,199.90,990,G,5732.00,0.97,1.00,0.140,[Fe/H],4.46,106.3070000,9.9103600
HD 110537 b,HD 110537,1,1,1,Radial Velocity,2022,Multiple Observatories,24469.67342000,16.714000,,8612.83200,0.401000,,,,,,1.02,,,,45.0858000,7.6610500
HD 11112 b,HD 11112,1,1,1,Radial Velocity,2022,Multiple Observatories,17244.90764000,13.380000,,2598.56506,0.285000,,,,,,1.07,,,,44.3804000,6.9665300
HD 111232 b,HD 111232,1,1,2,Radial Velocity,2003,La Silla Observatory,1169.13202000,2.148000,,2531.50326,0.214000,,,,,,0.96,,,,28.9571000,7.4053500
HD 111232 c,HD 111232,1,1,2,Radial Velocity,2022,Multiple Observatories,26472.44623000,17.250000,,5740.93452,0.558000,,,,,,0.96,,,,28.9571000,7.4053500
HD 111591 b,HD 111591,1,1,1,Radial Velocity,2017,Multiple Observatories,1056.40000000,2.500000,,,0.260000,,,,4884.00,8.03,1.94,0.070,[Fe/H],3.10,114.1660000,6.1521200
HD 111998 b,HD 111998,1,1,1,Radial Velocity,2016,La Silla Observatory,810.00000000,1.910000,,1525.57635,0.130000,,,F6 V,,,1.40,,,,33.2237000,5.9954800
HD 112300 b,HD 112300,1,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,466.63000000,1.330000,,,0.360000,,,M1 III,3657.00,65.80,1.40,-0.060,[Fe/H],0.80,62.0732400,2.3643100
HD 112640 b,HD 112640,1,1,1,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,613.20000000,1.700000,,,0.240000,,,K0 III,4155.00,39.00,1.80,-0.090,[Fe/H],1.70,323.3350000,6.0766400
HD 113337 b,HD 113337,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,317.58639000,1.022000,,,0.280000,,,,,,1.41,,,,36.1800000,5.9116800
HD 113337 c,HD 113337,1,1,2,Radial Velocity,2022,Multiple Observatories,5429.93477000,6.805000,,6299.67686,0.164000,,,,,,1.41,,,,36.1800000,5.9116800
HD 11343 c,HIP 8541,1,2,2,Radial Velocity,2022,Multiple Observatories,228.53731000,0.923000,,,0.169000,,,,,,2.01,,,,155.1210000,7.5607500
HD 113538 b,HD 113538,1,1,2,Radial Velocity,2010,La Silla Observatory,663.20000000,1.240000,,,0.140000,,,K9 V,4462.00,0.53,0.58,-0.240,[Fe/H],3.79,16.2817000,8.4428000
HD 113538 c,HD 113538,1,1,2,Radial Velocity,2010,La Silla Observatory,1818.00000000,2.440000,,,0.200000,,,K9 V,4462.00,0.53,0.58,-0.240,[Fe/H],3.79,16.2817000,8.4428000
HD 113996 b,HD 113996,1,2,1,Radial Velocity,2017,Bohyunsan Optical Astronomical Observatory,610.20000000,1.600000,,,0.280000,,,,4181.00,25.11,1.49,0.130,[Fe/H],1.86,116.3340000,4.2227400
HD 114082 b,HD 114082,1,1,1,Radial Velocity,2022,La Silla Observatory,109.75000000,0.510900,11.209,2542.62726,0.395000,,,F3 V,6651.00,1.49,1.47,0.000,[Fe/H],4.19,95.3906000,8.0939400
HD 114386 b,HD 114386,1,1,1,Radial Velocity,2003,La Silla Observatory,937.70001000,1.730000,,,0.230000,,,,4836.00,0.76,0.60,-0.050,[Fe/H],4.45,27.9243000,8.4182300
HD 114613 b,HD 114613,1,1,1,Radial Velocity,2014,Anglo-Australian Telescope,4000.00000000,5.340000,,,0.458000,,,,5641.00,2.14,1.27,,,3.87,20.2836000,4.6617400
HD 114729 b,HD 114729,1,2,1,Radial Velocity,2002,W. M. Keck Observatory,1121.79000000,2.067000,,,0.079000,,,,5844.00,1.47,0.94,-0.330,[Fe/H],4.05,37.8063000,6.5138200
HD 114783 b,HD 114783,1,1,2,Radial Velocity,2001,W. M. Keck Observatory,493.70000000,1.160000,,,0.144000,,,K0,5135.00,,0.85,0.210,[Fe/H],,21.0628000,7.3178300
HD 114783 c,HD 114783,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,4352.00000000,5.000000,,603.87397,0.050000,,,K1 V,,,0.90,,,,21.0628000,7.3178300
HD 11505 b,HD 11505,1,1,1,Radial Velocity,2022,Multiple Observatories,32669.22247000,20.247000,,2510.52659,0.144000,,,,,,1.03,,,,38.9679000,7.2576500
HD 11506 b,HD 11506,1,1,3,Radial Velocity,2007,W. M. Keck Observatory,1613.74017000,2.800000,,1551.00263,0.391000,,,,,,1.12,,,,51.2610000,7.3738200
HD 11506 c,HD 11506,1,1,3,Radial Velocity,2008,W. M. Keck Observatory,223.95986000,0.750000,,,0.233000,,,,,,1.12,,,,51.2610000,7.3738200
HD 11506 d,HD 11506,1,1,3,Radial Velocity,2022,Multiple Observatories,14723.57452000,12.235000,,2346.52713,0.061000,,,,,,1.12,,,,51.2610000,7.3738200
HD 115404 A b,HD 115404 A,1,1,2,Radial Velocity,2022,Multiple Observatories,10.49488000,0.088000,,,0.232000,,,,,,0.83,,,,10.9816000,6.2855800
HD 115404 A c,HD 115404 A,1,1,2,Radial Velocity,2022,Multiple Observatories,15319.22517000,11.364000,,3279.67133,0.211000,,,,,,0.83,,,,10.9816000,6.2855800
HD 115954 b,HD 115954,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,3700.00000000,5.000000,,,0.487000,0.06,145,G0 V,5957.00,1.21,1.18,0.340,[Fe/H],4.15,87.6437000,8.1873600
HD 116029 b,HD 116029,1,2,2,Radial Velocity,2011,W. M. Keck Observatory,670.00000000,1.650000,,,0.000000,,,,4819.00,4.89,0.83,0.090,[Fe/H],2.98,123.2450000,7.6090900
HD 116029 c,HD 116029,1,2,2,Radial Velocity,2018,W. M. Keck Observatory,907.00000000,,,,0.038000,,,,,,1.33,,,,123.2450000,7.6090900
HD 117207 b,HD 117207,1,1,1,Radial Velocity,2004,W. M. Keck Observatory,2621.75000000,3.787000,,,0.157000,,,,5732.00,1.07,1.05,0.190,[Fe/H],4.37,32.3547000,7.0773700
HD 11755 b,HD 11755,1,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,433.70001000,1.090000,,,0.190000,,,,4312.00,20.58,0.72,-0.740,[Fe/H],1.67,235.0450000,6.4637800
HD 117618 b,HD 117618,1,1,1,Radial Velocity,2004,Anglo-Australian Telescope,25.80000000,0.180000,,,0.150000,,,,5990.00,,1.08,,,4.41,37.7781000,7.0216000
HD 118203 b,HD 118203,1,1,1,Radial Velocity,2005,Haute-Provence Observatory,6.13350000,0.070000,,,0.310000,,,,5864.00,2.06,1.84,0.230,[Fe/H],4.08,92.2589000,7.8925500
HD 11964 b,HD 11964,1,2,2,Radial Velocity,2005,W. M. Keck Observatory,1945.00000000,3.160000,,,0.041000,,,,5303.00,2.01,0.91,0.100,[M/H],3.79,33.5369000,6.2090000
HD 11964 c,HD 11964,1,2,2,Radial Velocity,2008,W. M. Keck Observatory,37.91000000,0.229000,,,0.300000,,,,5303.00,2.01,0.91,0.100,[M/H],3.79,33.5369000,6.2090000
HD 11977 b,HD 11977,1,1,1,Radial Velocity,2005,La Silla Observatory,711.00000000,1.930000,,,0.400000,,,,4970.00,10.09,1.91,-0.210,[Fe/H],2.90,67.9331000,4.4386300
HD 120084 b,HD 120084,1,1,1,Radial Velocity,2013,Okayama Astrophysical Observatory,2142.00000000,4.210000,,2034.10180,0.483000,,,G7 III,4879.00,10.37,2.16,0.100,[Fe/H],2.74,103.0440000,5.6521100
HD 121504 b,HD 121504,1,1,1,Radial Velocity,2003,La Silla Observatory,63.33000000,0.330000,,,0.030000,,,,6027.00,1.07,1.62,0.150,[Fe/H],4.59,41.6592000,7.3902300
HD 12235 b,HD 12235,1,1,2,Radial Velocity,2022,Multiple Observatories,4.36305000,0.054000,,,0.376000,,,,,,1.10,,,,31.7627000,5.7408900
HD 12235 c,HD 12235,1,1,2,Radial Velocity,2022,Multiple Observatories,36336.70679000,22.210000,,3135.69506,0.174000,,,,,,1.10,,,,31.7627000,5.7408900
HD 122562 c,HD 122562,1,1,1,Radial Velocity,2022,Multiple Observatories,84.96276000,0.406000,,,0.228000,,,,,,1.24,,,,53.2528000,7.4131000
HD 124330 b,HD 124330,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,270.66000000,0.860000,,,0.340000,,,G4 IV,5873.00,,1.15,0.220,[Fe/H],4.24,60.1977000,7.7167400
HD 12484 b,HD 12484,1,1,1,Radial Velocity,2016,Haute-Provence Observatory,58.83000000,0.297000,,,0.070000,,,F8,5920.00,,1.01,0.050,[Fe/H],4.65,48.3367000,8.0446300
HD 125271 b,HD 125271,1,1,1,Radial Velocity,2022,Multiple Observatories,14901.99295000,10.817000,,3465.60095,0.165000,,,,,,0.75,,,,39.3466000,9.3559400
HD 125390 b,HD 125390,1,1,1,Radial Velocity,2019,W. M. Keck Observatory,1757.39151000,3.496000,,8646.20398,0.597000,,,,,,1.82,,,,153.6470000,7.9406100
HD 125595 b,HD 125595,1,1,1,Radial Velocity,2009,La Silla Observatory,9.67370000,0.080000,,,0.000000,,,,4691.00,0.74,0.29,0.080,[Fe/H],4.17,28.1989000,8.6555000
HD 125612 b,HD 125612,1,2,3,Radial Velocity,2007,W. M. Keck Observatory,557.69994000,1.349000,,,0.446000,,,,,,1.05,,,,57.6207000,8.1559000
HD 125612 c,HD 125612,1,2,3,Radial Velocity,2009,La Silla Observatory,4.15466000,0.051000,,,0.149000,,,,,,1.05,,,,57.6207000,8.1559000
HD 125612 d,HD 125612,1,2,3,Radial Velocity,2009,La Silla Observatory,2822.72698000,3.982000,,2281.37231,0.115000,,,,,,1.05,,,,57.6207000,8.1559000
HD 12648 b,HD 12648,1,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,133.60001000,0.540000,,,0.040000,,,,4835.00,11.02,0.67,-0.570,[Fe/H],2.18,182.1920000,6.7184000
HD 126525 b,HD 126525,1,1,1,Radial Velocity,2018,La Silla Observatory,960.41000000,1.837000,,,0.035000,,,,5638.00,0.98,0.90,-0.100,[Fe/H],4.38,37.6506000,7.6697800
HD 12661 b,HD 12661,1,1,2,Radial Velocity,2000,Multiple Observatories,262.70862000,0.840000,,,0.380000,,,,5645.00,1.20,1.20,0.360,[Fe/H],4.36,37.8478000,7.2474600
HD 12661 c,HD 12661,1,1,2,Radial Velocity,2002,Multiple Observatories,1708.00000000,2.814500,,,0.031000,,,,5748.00,1.11,1.02,0.360,[Fe/H],,37.8478000,7.2474600
HD 126614 b,HD 126614,1,3,1,Radial Velocity,2009,W. M. Keck Observatory,1257.25303000,2.249000,,107.74383,0.548000,,,,,,0.96,,,,73.0961000,8.6190700
HD 127506 b,HD 127506,1,1,1,Radial Velocity,2022,Multiple Observatories,65.78395000,0.287000,,,0.240000,,,,,,0.73,,,,22.5279000,8.3320100
HD 128311 b,HD 128311,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,453.01900000,1.084000,,,0.303000,,,,,0.76,0.83,,,4.61,16.3292000,7.1671900
HD 128311 c,HD 128311,1,1,2,Radial Velocity,2005,W. M. Keck Observatory,921.53800000,1.740000,,1204.25787,0.159000,,,,,0.76,0.83,,,4.61,16.3292000,7.1671900
HD 128356 b,HD 128356,1,1,1,Radial Velocity,2016,Multiple Observatories,298.20000000,0.870000,,,0.570000,,,K3 V,4875.00,0.85,0.65,0.170,[Fe/H],4.52,26.1548000,7.9774500
HD 129445 b,HD 129445,1,1,1,Radial Velocity,2009,Las Campanas Observatory,1840.00000000,2.900000,,,0.700000,,,G6 V,,,0.99,0.250,[Fe/H],,67.4386000,8.6178000
HD 130322 b,HD 130322,1,1,1,Radial Velocity,1999,La Silla Observatory,10.70871000,0.092500,,,0.029000,,,,5387.00,0.85,0.92,,,4.52,31.8766000,7.8344800
